id	guid	telugu	roman	english	pronunciation	register	known_pct	new_words	island	rank	source	raw_rom	flags	notes	unlock_order	unlock_day
S0879	S08c22fecaf25	ఎలా ఉన్నారు?	elā unnāru?	How are you?	EH-laa OON-naa-roo	respectful	100		Questions		anki	elaa unnaaru?			81	6
S0880	S83c982bfc764	అక్కడికి ఎలా వెళ్ళాలి?	akkaḍiki elā veḷḷāli?	How do I get there?	UHK-kuh-DIH-kih EH-laa VEL-laa-lih		100		Questions		anki	akkaDiki elaa veLLaali?				
S0881	S3e728a722cd5	భోజనం ఎలా ఉంది?	bhōjanaṁ elā undi?	How is the food?	BHOH-juh-nuhm EH-laa OON-dih		100		Questions		anki	bhoojanaM elaa undi?			107	8
S0882	Sdecdad657eda	ఎందుకు లేట్?	enduku lēṭ?	Why are you late?	EN-doo-koo LAYT		100		Questions		anki	enduku late?			204	14
S0883	S9fc11a828a74	ఎందుకు వెళ్ళారు?	enduku veḷḷāru?	Why did you go?	EN-doo-koo VEL-laa-roo		100		Questions		anki	enduku veLLaaru?				
S0884	S3b8fbbc4e0c1	నాకు ఎందుకు చెప్పలేదు?	nāku enduku cheppalēdu?	Why didn't you tell me?	NAA-koo EN-doo-koo CHEP-puh-LAY-doo		100		Questions		anki	naaku enduku cheppalEdu?				
S0885	Se334eb92ece8	ఆయన ఎందుకు కోపంగా ఉన్నాడు?	āyana enduku kōpangā unnāḍu?	Why is he angry?	AA-yuh-nuh EN-doo-koo KOH-puhm-gaa OON-naa-doo		100		Questions		anki	aayana enduku kOpaMgaa unnaaDu?			124	9
S0886	Sa3823a9e926c	ఎందుకు కాదు?	enduku kādu?	Why not?	EN-doo-koo KAA-doo		100		Questions		anki,book1000	enduku kaadu?		also: Why not ?	47	4
S0887	S71953f903daf	ఎన్ని మంది?	enni mandi?	How many people?	EN-nih MUHN-dih		100		Questions		anki	enni maMdi?			102	7
S0888	S319b4550a47a	ఎన్ని రోజులు?	enni rōjulu?	How many days?	EN-nih ROH-joo-loo		100		Questions		anki	enni rOjulu?			29	2
S0889	S6b22ee7375b7	ఇంకా ఎన్ని ఉన్నాయి?	inkā enni unnāyi?	How many are left?	IHN-kaa EN-nih OON-naa-yih		100		Questions		anki	iMkaa enni unnaayi?			87	6
S0890	S363cb8fded0b	ఎన్ని కావాలి?	enni kāvāli?	How many do you want?	EN-nih kaa-VAA-lih		100		Questions		anki	enni kaavaali?			29	2
S0891	S174bc5b69f98	ఎన్ని గంటలు?	enni gaṇṭalu?	How many hours?	EN-nih GUHN-tuh-loo		100		Questions		anki	enni gaMTalu?			152	11
S0892	Sdf79c8b87f1b	ఎంత సమయం?	enta samayaṁ?	How much time?	EN-tuh suh-MUH-yuhm		100		Questions		anki	enta samayaM?			96	7
S0893	Sc4d9e62e7e7b	ఎంత డబ్బులు?	enta ḍabbulu?	How much money?	EN-tuh DUHB-boo-loo		100		Questions		anki	enta DabbuLu?			98	7
S0894	S5a98f42b8a8a	ఎంత దూరం?	enta dūraṁ?	How far is it?	EN-tuh DOO-ruhm		100		Questions		anki	enta dUraM?			242	17
S0895	S2c484a99171a	ఇప్పుడు ఎంత అయ్యింది?	ippuḍu enta ayyindi?	What time is it?	IHP-poo-doo EN-tuh EYE-yihn-dih		100		Questions		anki	ippuDu enta ayyiMdi?		also: What time is it now?	95	7
S0896	S447b59889346	ఏమి అంటున్నారు?	ēmi aṇṭunnāru?	What are you saying?	AY-mih UHN-toon-NAA-roo	respectful	100		Questions		anki	Emi aMTuMnaaru?				
S0897	S9e436abd0e9b	ఇది ఎందుకు ఇంత ఎక్కువ?	idi enduku inta ekkuva?	Why is it so expensive?	IH-dih EN-doo-koo IHN-tuh EK-koo-vuh		100		Questions		anki	idi enduku iMta ekkuva?			659	44
S0898	Sb517ff8b13e5	మీరు ఎక్కడికి వెళ్తున్నారు?	mīru ekkaḍiki veḷtunnāru?	Where are you going?	MAY-roo EK-kuh-DIH-kih VEL-toon-NAA-roo	respectful	100		Pronouns		anki	meeru ekkaDiki veLtunnaaru?				
S0899	S456e3dc2f1bd	నీకు ఏమి కావాలి?	nīku ēmi kāvāli?	What do you want?	NAY-koo AY-mih kaa-VAA-lih	informal	100		Pronouns		anki	neeku emi kaavaali?			38	3
S0900	Sd5c5af6ece64	మీరు ఎక్కడికి వెళ్ళారు?	mīru ekkaḍiki veḷḷāru?	Where did you go?	MAY-roo EK-kuh-DIH-kih VEL-laa-roo	respectful	100		Pronouns		anki	meeru ekkaDiki veLLaaru?				
S0901	S6dc65aa818bb	కొంచం ఇక్కడ ఉండు.	konchaṁ ikkaḍa uṇḍu.	Stay here for a bit.	KOHN-chuhm IHK-kuh-duh OON-doo		100		Existence		anki	konchaM ikkaDa unDu.				
S0902	Scb52df79cc6e	ఇక్కడ ఉండండి.	ikkaḍa uṇḍaṇḍi.	Please wait here.	IHK-kuh-duh OON-duhn-dih	respectful	100		Existence		anki	ikkaDa unDaMDi.				
S0903	S824be3e1fe00	ఈ రోజు ఇంట్లో ఉండు.	ī rōju iṇṭlō uṇḍu.	Stay at home today.	EE ROH-joo IHNT-loh OON-doo		100		Existence		anki	ee roju iMTlo unDu.			437	30
S0904	S9bfb4844dadd	భోజనం రెడీగా ఉంది.	bhōjanaṁ reḍīgā undi.	The food is ready.	BHOH-juh-nuhm RED-ee-gaa OON-dih		100		Existence		anki	bhoojanaM ready gaa undi.			352	24
S0905	S0fc17e7709c0	కార్ బయట ఉంది.	kār bayaṭa undi.	The car is outside.	KAR BUH-yuh-tuh OON-dih		100		Existence		anki	car bayaTa undi.			167	12
S0906	Sbefdb70fa8b9	ఒక ప్రాబ్లమ్ ఉంది.	oka prāblam undi.	There is a problem.	OH-kuh PRAHB-luhm OON-dih		100		Existence		anki	oka problem undi.		also: There is one problem.	43	3
S0907	Se514e563a6d1	మీటింగ్ నాలుగు గంటలకు ఉంది.	mīṭing nālugu gaṇṭalaku undi.	The meeting is at four.	MEE-ting NAA-loo-goo GUHN-tuh-luh-koo OON-dih		100		Existence		anki	meeting naalugu gaMTalaku undi.			156	11
S0908	S91876f05b956	ఈ రోజు చాలా వేడిగా ఉంది.	ī rōju chālā vēḍigā undi.	It is very hot today.	EE ROH-joo CHAA-laa VAY-dih-gaa OON-dih		100		Existence		anki	ee roju chaalaa veDi gaa undi.			164	11
S0909	Seb501701d51f	నేను ఆఫీస్ లో ఉన్నాను.	nēnu āphīs lō unnānu.	I am at the office.	NAY-noo AW-fiss loh OON-naa-noo		100		Existence		anki	nenu office lo unnaanu.		also: I am in the office.		
S0910	Saa3e8737f12d	నేను రెడీగా ఉన్నాను.	nēnu reḍīgā unnānu.	I am ready.	NAY-noo RED-ee-gaa OON-naa-noo		100		Existence		anki	nenu ready gaa unnaanu.			352	24
S0911	Sc4a888331083	నేను చాలా అలసిపోయాను.	nēnu chālā alasipōyānu.	I am very tired.	NAY-noo CHAA-laa UH-luh-sih-POH-yaa-noo		100		Existence		anki	nenu chaalaa alasipoyaanu.			113	8
S0912	S3dd5d683034a	మీరు ఇంట్లో ఉన్నారు?	mīru iṇṭlō unnāru?	Are you at home?	MAY-roo IHNT-loh OON-naa-roo	respectful	100		Existence		anki	meeru iMTlo unnaaru?			84	6
S0913	Sf6bd9b3e3e0c	మీరు బాగా కనిపిస్తున్నారు.	mīru bāgā kanipistunnāru.	You are looking good.	MAY-roo BAA-gaa KUH-nih-pihs-toon-NAA-roo	respectful	100		Existence		anki	meeru baagaa kanipistunnaaru.				
S0914	Se1be7b430a76	ఆయన ఇక్కడ ఉన్నాడు.	āyana ikkaḍa unnāḍu.	He is here.	AA-yuh-nuh IHK-kuh-duh OON-naa-doo		100		Existence		anki	aayana ikkaDa unnaaDu.			123	9
S0915	Sa017b581e5f7	ఆయన బిజీగా ఉన్నాడు.	āyana bijīgā unnāḍu.	He is busy.	AA-yuh-nuh BIH-zee-gaa OON-naa-doo		100		Existence		anki	aayana busy gaa unnaaDu.			300	20
S0916	Seaf90de59e8f	ఆమె ఇంట్లో ఉన్నది.	āme iṇṭlō unnadi.	She is at home.	AA-may IHNT-loh OON-nuh-dih		100		Existence		anki	aame iMTlo unnaDi.			666	45
S0917	S1cbd6d483349	ఆమె నిద్ర పోతున్నది.	āme nidra pōtunnadi.	She is sleeping.	AA-may NIHD-raa POH-toon-nuh-dih		100		Existence		anki	aame nidraa potuMnaDi.				
S0918	Sf7d0b8ec7279	అంగడులు ఓపెన్ గా ఉన్నాయి.	angaḍulu ōpen gā unnāyi.	The shops are open.	UHN-guh-dih-loo OH-puhn-gaa OON-naa-yih		100		Existence		anki	aMgaDilu open gaa unnaayi.				
S0919	S7294b362989d	లైట్స్ ఉన్నాయి.	laiṭs unnāyi.	The lights are on.	LITES OON-naa-yih		100		Existence		anki	lights unnaayi.			593	40
S0920	S227b52e75678	నీళ్ళు లేదు.	nīḷḷu lēdu.	There is no water.	NEEL-loo LAY-doo		100		Existence		anki	neeLLu ledu.			103	7
S0921	Sa7f34bcb3a7e	నాకు సమయం లేదు.	nāku samayaṁ lēdu.	I don't have time.	NAA-koo suh-MUH-yuhm LAY-doo		100		Existence		anki	naaku samayaM ledu.			96	7
S0922	Sff5bb550fbaf	ఏమి ప్రాబ్లమ్ లేదు.	ēmi prāblam lēdu.	There is no problem.	AY-mih PRAHB-luhm LAY-doo		100		Existence		anki	emi problem ledu.			43	3
S0923	S0b4b72d827f5	నాకు ఆకలి లేదు.	nāku ākali lēdu.	I am not hungry.	NAA-koo AA-kuh-lih LAY-doo		100		Existence		anki	naaku aakali ledu.			243	17
S0924	Sdf92782c41b1	ఆయన ఇక్కడ లేరు.	āyana ikkaḍa lēru.	He is not here.	AA-yuh-nuh IHK-kuh-duh LAY-roo		100		Existence		anki	aayana ikkaDa leru.			176	12
S0925	S25815ce42afb	అది కాదు.	adi kādu.	That is not correct.	UH-dih KAA-doo		100		Existence		anki,book1000	adi kaadu.		also: Not that	17	2
S0926	S4a9d8c67cb80	ఇది నాది కాదు.	idi nādi kādu.	This is not mine.	IH-dih NAA-dih KAA-doo		100		Existence		anki	idi naadi kaadu.			219	15
S0927	S03f3e6128ce1	అతను నా ఫ్రెండ్ కాదు.	atanu nā phreṇḍ kādu.	He is not my friend.	UH-tuh-noo NAA FREND KAA-doo		100		Existence		anki	atanu naa friend kaadu.			217	15
S0928	S3e22548b92e8	అది కాదు నాకు.	adi kādu nāku.	I don't want that.	UH-dih KAA-doo NAA-koo		100		Existence		anki	adi kaadu naaku.			17	2
S0929	S41a56e43bfc2	అవును అది సరి.	avunu adi sari.	Yes that is right.	UH-voo-noo UH-dih SUH-rih		100		Existence		anki	avunu adi sari.			130	9
S0930	S392fe759b79f	అవును నాకు అర్ధమయ్యింది.	avunu nāku ardhamayyindi.	Yes I understand.	UH-voo-noo NAA-koo UHR-thuhm EYE-yihn-dih		100		Existence		anki	avunu naaku arthaM ayyiMdi.				
S0931	S50559d64fda6	అవును ఆయన వస్తున్నాడు.	avunu āyana vas tunnāḍu.	Yes he is coming.	UH-voo-noo AA-yuh-nuh VUHS-toon-NAA-doo		100		Existence		anki	avunu aayana vastuMnaaDu.	respaced		409	28
S0932	S3b712e5eef13	నాకు కాఫీ కావాలి.	nāku kāphī kāvāli.	I want coffee.	NAA-koo KAA-fee kaa-VAA-lih		100		Existence		anki	naaku kaafee kaavaali.			163	11
S0933	Sb6ce6b46e833	నాకు ఐదు నిమిషాలు కావాలి.	nāku aidu nimiṣālu kāvāli.	I need five minutes.	NAA-koo EYE-doo NIH-mih-SHAA-loo kaa-VAA-lih		100		Existence		anki	naaku aidu nimiShaalu kaavaali.				
S0934	Sd1cfff8d4d75	మీకు ఏమి కావాలి?	mīku ēmi kāvāli?	What do you need?	MAY-koo AY-mih kaa-VAA-lih		100		Existence		anki	meeku emi kaavaali?			51	4
S0935	Sbe721223244b	నాకు హెల్ప్ కావాలి.	nāku help kāvāli.	I need help.	NAA-koo HELP kaa-VAA-lih		100		Existence		anki	naaku help kaavaali.			140	10
S0936	S751b8bab5d75	నాకు అన్నం వద్దు.	nāku annaṁ vaddu.	I don't want rice.	NAA-koo UHN-nuhm VUHD-doo		100		Existence		anki	naaku annaM vaddu.				
S0937	Sf1cc6c10e335	ఇప్పుడు వెళ్ళడం వద్దు.	ippuḍu veḷḷaḍaṁ vaddu.	I don't want to go now.	IHP-poo-doo VEL-luh-duhm VUHD-doo		100		Existence		anki	ippuDu veLLaDaM vaddu.				
S0938	S52bf31191c9d	వద్దు ధన్యవాదాలు.	vaddu dhanyavādālu.	No thanks I don't want.	VUHD-doo DHUHN-yuh-VAA-daa-loo		100		Existence		anki	vaddu dhanyavaadaalu.				
S0939	S9dddce4785b4	ఏమి చేస్తున్నారు?	ēmi chēstunnāru?	What are you doing?	AY-mih CHASE-toon-NAA-roo	respectful	100		Existence		anki	emi chestuMnaaru?				
S0940	S7ee1bf04e993	నేను పని చేస్తున్నాను.	nēnu pani chēstunnānu.	I am working.	NAY-noo PUH-nih CHASE-toon-NAA-noo		100		Existence		anki	nenu pani chestuMnaanu.			52	4
S0941	S12c5cb2d18a8	నేను వంట చేస్తున్నాను.	nēnu vaṇṭa chēstunnānu.	I am cooking.	NAY-noo VUHN-tuh CHASE-toon-NAA-noo		100		Existence		anki	nenu vaMTa chestuMnaanu.			169	12
S0942	S4e1b77e6975e	నేను పని చేసాను.	nēnu pani chēsānu.	I finished the work.	NAY-noo PUH-nih CHAY-saa-noo		100		Existence		anki	nenu pani chesaanu.			34	3
S0943	Sba107917b3de	మీరు చేసారా?	mīru chēsārā?	Did you do it?	MAY-roo CHAY-saa-raa	respectful	100		Existence		anki	meeru chesaaraa?				
S0944	S7c7f1e3bdf44	నేను చేసేసాను.	nēnu chēsēsānu.	I already did it.	NAY-noo CHAY-say-saa-noo		100		Existence		anki	nenu chesesaanu.				
S0945	Sc662080ba989	నేను రేపు చేస్తాను.	nēnu rēpu chēstānu.	I will do it tomorrow.	NAY-noo RAY-poo CHASE-taa-noo		100		Existence		anki	nenu repu chestaanu.			63	5
S0946	S1fc48bc9cc39	నేను ఇప్పుడు చేస్తాను.	nēnu ippuḍu chēstānu.	I will do it now.	NAY-noo IHP-poo-doo CHASE-taa-noo		100		Existence		anki	nenu ippuDu chestaanu.			63	5
S0947	S1552a4c31f1e	మనము కలిసి చేద్దాం.	manamu kalisi chēddāṁ.	We will do it together.	MUH-nuh-moo KUH-lih-sih CHAYD-daam		100		Existence		anki	manamu kalisi cheddaaM.			402	27
S0948	S88c04de9003d	త్వరగ చేయండి.	tvaraga chēyaṇḍi.	Please do it fast.	TVUH-ruh-guh CHAY-yuhn-dih	respectful	100		Existence		anki	tvaraga cheyaMDi.			64	5
S0949	S98569daeab1a	ఇది నాకు చేయండి.	idi nāku chēyaṇḍi.	Please do this for me.	IH-dih NAA-koo CHAY-yuhn-dih	respectful	100		Existence		anki	idi naaku cheyaMDi.			64	5
S0950	Sbfc582dbdceb	మళ్ళీ చేయండి.	maḷḷī chēyaṇḍi.	Please do it again.	MUHL-lee CHAY-yuhn-dih	respectful	100		Existence		anki	maLLee cheyaMDi.			92	7
S0951	S94f65682902b	నేను చేయలేదు.	nēnu chēyalēdu.	I didn't do it.	NAY-noo CHAY-yuh-LAY-doo		100		Existence		anki	nenu cheyaledu.			50	4
S0952	S24cfb7eadd4e	ఆయన పని చేయలేదు.	āyana pani chēyalēdu.	He didn't do the work.	AA-yuh-nuh PUH-nih CHAY-yuh-LAY-doo		100		Existence		anki	aayana pani cheyaledu.			50	4
S0953	S0bd332a1c79b	ఎందుకు చేయలేదు?	enduku chēyalēdu?	Why didn't you do it?	EN-doo-koo CHAY-yuh-LAY-doo		100		Existence		anki	enduku cheyaledu?			50	4
S0954	Sa650bb040b97	అది అయ్యిపోయింది.	adi ayyipōyindi.	It happened already.	UH-dih EYE-yih-POH-yihn-dih		100		Existence		anki	adi ayyipoyiMdi.				
S0955	Sc87889d67a32	నీకు ఏమి అయ్యింది?	nīku ēmi ayyindi?	What happened to you?	NAY-koo AY-mih EYE-yihn-dih	informal	100		Existence		anki	neeku emi ayyiMdi?			38	3
S0956	S25ff9204c1d8	పని అయ్యిపోయింది.	pani ayyipōyindi.	The work is done.	PUH-nih EYE-yih-POH-yihn-dih		100		Existence		anki	pani ayyipoyiMdi.				
S0957	S39875bbbbb34	అది అవుతుంది.	adi avutundi.	It will be fine.	UH-dih UH-voo-TOON-dih		100		Existence		anki	adi avutuMdi.			180	12
S0958	Sf33fb852b293	ఏమైనా ప్రాబ్లమ్ ఉందా?	ēmainā prāblam undā?	Is there any problem?	AY-my-naa PRAHB-luhm OON-daa		100		Existence		anki	emainaa problem undaa?				
S0959	S055432bfcca0	కరెంట్ లేదు.	kareṇṭ lēdu.	There is no electricity.	KUH-ruhnt LAY-doo		100		Existence		anki	current ledu.			308	21
S0960	Sfd3b780ec1ab	ఇది చేయగలరా?	idi chēyagalarā?	Can you do this?	IH-dih CHAY-yuh-guh-luh-raa		100		Existence		anki	idi cheyagalaraa?				
S0961	S86b23360ad4f	నేను ఇంటికి వెళ్తున్నాను.	nēnu iṇṭiki veḷtunnānu.	I am going home.	NAY-noo IHN-tih-kih VEL-toon-NAA-noo		100		Motion		anki	nenu intiki veLtuMnaanu.			425	29
S0962	Sbe91886cc338	నేరుగా వెళ్ళు.	nērugā veḷḷu.	Go straight.	NAY-roo-guh VEL-loo		100		Motion		anki	neruya veLLu.			477	32
S0963	S7727bb9c31d2	ఇప్పుడు వెళ్ళకు.	ippuḍu veḷḷaku.	Don't go now.	IHP-poo-doo VEL-luh-koo		100		Motion		anki	ippuDu veLLakuu.				
S0964	S3c59b1c1eac8	నేను ఆఫీస్ కి వెళ్తాను.	nēnu āphīs ki veḷtānu.	I will go to the office.	NAY-noo AW-fiss kih VEL-taa-noo		100		Motion		anki	nenu office ki veLtaanu.				
S0965	Sa6a88e1a4b5e	నేను తర్వాత వెళ్తాను.	nēnu tarvāta veḷtānu.	I will go later.	NAY-noo TUHR-vaa-tuh VEL-taa-noo		100		Motion		anki	nenu tarvata veLtaanu.			365	25
S0966	S87206cbab83d	నేను నిన్న వెళ్ళాను.	nēnu ninna veḷḷānu.	I went yesterday.	NAY-noo NIHN-nuh VEL-laa-noo		100		Motion		anki	nenu ninna veLLaanu.			136	10
S0967	Sc1f0addcb407	నేను బజార్ కి వెళ్తున్నాను.	nēnu bajār ki veḷtunnānu.	I am going to the market.	NAY-noo buh-ZAAR kih VEL-toon-NAA-noo		100		Motion		anki	nenu bazaar ki veLtuMnaanu.				
S0968	Sc62ae80fdb0c	ఆమె స్కూల్ కి వెళ్తుంది.	āme skūl ki veḷtundi.	She is going to school.	AA-may SKOOL kih VEL-toon-dih		100		Motion		anki	aame school ki veLtuMdi.				
S0969	S21258266a7f1	లోపలి వెళ్ళండి.	lōpali veḷḷaṇḍi.	Please go inside.	LOH-puh-lih VEL-luhn-dih	respectful	100		Motion		anki	lopali veLLaMDi.			168	12
S0970	S49dc3b99ea16	ముందుకు వెళ్ళండి.	munduku veḷḷaṇḍi.	Please go ahead.	MOON-doo-koo VEL-luhn-dih	respectful	100		Motion		anki	muMduku veLLaMDi.			478	32
S0971	S5a61fda77f67	ఇక్కడికి రా.	ikkaḍiki rā.	Come here.	IHK-kuh-DIH-kih RAA		100		Motion		anki	ikkaDiki raa.				
S0972	Sf7b34721d359	త్వరగ రా.	tvaraga rā.	Come quickly.	TVUH-ruh-guh RAA		100		Motion		anki	tvaraga raa.			60	4
S0973	S5a082a9f73fa	రేపు ఉదయం రా.	rēpu udayaṁ rā.	Come tomorrow morning.	RAY-poo OO-duh-yuhm RAA		100		Motion		anki	repu udayaM raa.			398	27
S0974	S2c023b7b84a7	నేను ఐదు గంటలకు వస్తాను.	nēnu aidu gaṇṭalaku vastānu.	I will come at five.	NAY-noo EYE-doo GUHN-tuh-luh-koo VUHS-taa-noo		100		Motion		anki	nenu aidu gaMTalaku vastaanu.			376	26
S0975	S1f2a2be0ef4e	నేను వెంటనే వస్తాను.	nēnu veṇṭanē vastānu.	I will come right away.	NAY-noo VEN-tuh-nay VUHS-taa-noo		100		Motion		anki	nenu veMTane vastaanu.				
S0976	Sdee2d237a64c	లంచ్ తర్వాత వస్తాను.	lanch tarvāta vastānu.	I will come after lunch.	LUHNCH TUHR-vaa-tuh VUHS-taa-noo		100		Motion		anki	lunch tarvata vastaanu.			264	18
S0977	Sc7b379509e6e	నేను ఇంటినుంచి వచ్చాను.	nēnu iṇṭinunchi vachchānu.	I came from home.	NAY-noo IHN-tih-noon-chih VUHCH-chaa-noo		100		Motion		anki	nenu intinuMchi vacchaanu.				
S0978	S31b33e942579	ఆయన ఈ రోజు లేట్ గా వచ్చాడు.	āyana ī rōju lēṭ gā vachchāḍu.	He came late today.	AA-yuh-nuh EE ROH-joo LAYT-gaa VUHCH-chaa-doo		100		Motion		anki	aayana ee roju late gaa vacchaaDu.				
S0979	S3c422341259e	నేను ఇప్పుడు వస్తున్నాను.	nēnu ippuḍu vastunnānu.	I am coming now.	NAY-noo IHP-poo-doo VUHS-toon-NAA-noo		100		Motion		anki	nenu ippuDu vastuMnaanu.			234	16
S0980	S53bcede2afbc	వాళ్ళు రేపు వస్తున్నారు.	vāḷḷu rēpu vas tunnāru.	They are coming tomorrow.	VAHL-loo RAY-poo VUHS-toon-NAA-roo	respectful	100		Motion		anki	vaLLu repu vastuMnaaru.	respaced		410	28
