legacy	rom
Mø† D ^ðþr$t Ò$¨°…_ B ^ðþr$t Ò$¨Mìü §æþ*Mæü$™ø…¨.	kōti ī ceṭṭu mīdiniñci ā ceṭṭu mīdiki dūkutōṁdi.
ÆæÿÑ D Vøyæþ §æþVæüYÇ°…_ B Vøyæþ §æþVæüYÇMìü Ððþâæý$¢¯é²yæþ$.	ravi ī gōḍa daggāriniṁci ā gōḍa daggariki veḷtunnāḍu.
Mæü$MæüP D ^ðþr$t Mìü…¨°…_ B ^ðþr$t Mìü…¨Mìü ´ù™ø…¨.	kukka ī ceṭṭu kiṁdiniñci ā ceṭṭu kiṁdiki pōtōṁdi.
&ÌêV>	-lāgā
H¨	ēdi
GÐèþÆæÿ$	evaru
&-K	-ō
H§ø	ēdō
GÐèþÆø	evarō
HÐø	ēvō
H§ø	ēdō
GMæüPyæþ	ekkaḍa
GMæüPyø	ekkaḍō
Gç³šyæþ$	eppuḍu
Gç³šyø	eppuḍō
G…§æþ$Mæü$	eṁduku
G…§æþ$Mø	eṁdukō
3. A™èþ¯èþ$ GÐèþÆæÿ$?	atanu evaru?
3.  A™èþ¯èþ$ GÐèþÆø!	atanu evarō!
GÐèþÆø	evarō
GÐèþÆø	ēmōy!
HÐèþ$…yîþ!	ēmaṁḍī!
HÐðþ*ÄŒý$!	ēmayyā
&KÄŒý$	-ōy
&A…yîþ	aṁḍī
Ñ$Ðèþ$ÃÍ²	mimmalni
Ò$Ææÿ$	mīru
Æÿ$$Å/Æÿ$$	yyi/yi
‹Ü	yyi/yi s
™Œþ	t
^èþ*yæþ$	cūḍu
^èþ*‹Ü	cūs
™Œþ	t
r$t	ṭṭu
r$t	ṭṭu
yŠþ	ḍ
™Œþ	t
ÌZç³Ë	lōpala
»ñýOr	baiṭa
ÌZç³Í&þ	lōpali-
»ñýOsìý&þ	baiṭi-
ç³…yæþ$	paṁḍu
ç³âæý$å	paḷḷu
&™ø	tō
&Mæü$/Mìü	ku/ki
V>ÍMìü ™èþË$ç³#Ë$ ^èþç³šyæþ$ ^óþçÜ$¢¯é²Æÿ$$.	gāliki talupulu cappuḍu cēstunnāyi.
{ç³Ýë§Šþ ÆæÿÑMìü E™èþ¢Ææÿ… Æ>çÜ$¢¯é²yæþ$.	prasād raviki uttaraṁ rāstunnāḍu.
D Mæü†¢Mìü ç³§æþ$¯èþ$ Ìôý§æþ$.	ī kattiki padunu lēdu.
B Mæü$Èa° ™èþË$ç³# §æþVæüYÇMìü ¯ðþr$t.	ā kurcīni talupu daggariki neṭṭu.
§æþVæüYÇ	daggari.
A¨  C¨	adi,   idi
H¨	ēdi
A…§æþ$ÌZþ	aṁdulō
C…§æþ$ÌZý	iṁdulō
G…§æþ$ÌZ	eṁdulō
§é°ÌZ	dānilō
©°ÌZ	dīnilō
§óþ°ÌZ	dēnilō
+ÌZþ	lō
A¨	adi
C¨	idi
H¨	ēdi
Mæü¯èþ$²	kannu
^ðþÆÿ$$Å	cheyyi
Mæü¯èþ$²	kannu
Mæü…sìý	kaṁṭi
Mæüâæý$å	kaḷḷu
^ðþÆÿ$$Å	ceyyi
^óþ†	cēti
^óþ™èþ$Ë$	cētulu
Mæü¯èþ$²	kannu.
^ðþÆÿ$$Å	kaṁtilō
C…sZÏ	iṁtlō
G…§æþ$Mæü$ ± GyæþÐèþ$ Mæü…sìýMìü ±âæý$å ÐèþçÜ$¢¯é²Æÿ$$?	eṁduku nī eḍama kaṁṭiki nīḷḷu vastunnāyi?
± gôýº$Mæü$ _ÍÏ E…¨.	nī jēbuku cilli undi.
Ñç³È™èþ…V>	viparītaṁgā
¡{Ðèþ…V>	tīvraṁgā
Ñç³È™èþ…	viparītaṁ
¡{Ðèþ…	tīvraṁ
Ñç³È™èþ…	noppi/neppi
V>	gā
&ÌZ	-lō
&ÌZÏ	-llō
A°²	anni
C°²	inni
A°²	anni ballalu
A°²	anni
C°²	inni
G°²	enni
G°²	enni ballalu
Æðÿ…yæþ*	reṁḍū
»ñýOr GÐèþÆæÿ* ÌôýÆæÿ$.	reṁḍū kaḷḷū
Æðÿ…yæþ*	reṁḍu kaḷḷu
A¯èþ$	anu
Mö¯èþ$	konu
†¯èþ$	tinu
Ñ¯èþ$	vinu
E…yæþ$	uṁḍu
°ÌZa	nilcō
Mæü*Æøa	kūrcō
Mø	kō
¡çÜ$Mø	tīsukō
ò³r$tMø	peṭṭukō
A¯èþ$	anu
™Œþü	t
A¯èþ$ü	anu
™Œþü	t
¯èþ$ü	nu
…ü	ṁ (sunnā);
Kü	ō
E…ü	uṁ
E…yæþ$ü	uṁḍu
yæþ$ü	ḍu.
Ðèþ* ™èþÐèþ$$ÃyìþMìü ÆóÿyìþÄñý* Mö…r$¯é²¯èþ$.	mā tammuḍiki rēḍiyō koṁṭunnānu.
þMøçÜ…	kōsaṁ
Ðèþ* ™èþÐèþ$$ÃyìþMøçÜ… ÆóÿyìþÄñý* Mö…r$¯é²¯èþ$.	mā tammuḍikōsaṁ rēḍiyō koṁṭunnānu.
CÐóþÓâæý MörÏMæü$ òÜËÐèþ#.	ivvēḷa koṭlaku selavu.
Æóÿç³# Ðèþ*Mæü$ òÜËÐèþ#.	rēpu māku selavu.
çÜ$º¾Æ>Ðèþ$Äæý$ÅV>ÇMìü A¯èþ²… Ðèþyìþz…^èþ$.	subbarāmayya gāriki annaṁ vaḍdiṁcu
F¶	ū
F  .	ū
F  .	rēpu vastunnāva?
F  .	ū !
Cç³šyæþ$	ippuḍu
AÌê	alā
AÌê Æ>!	alā rā!
AÌê Æ>!	alā cūḍu
&AÆ>	-arā
&A…yìþ!	-aṁḍi
†¯èþÆ>!	tinarā!
Æ>Æ>!	rārā!
†¯èþ$!	tinu!
Æ>!	rā!
†¯èþ…yìþ!	tinaṁḍi!
Æ>…yìþ!	rāṁḍi!
"""H…Æ>!'"	ēṁrā!
HÐèþ$…yîþ!	-ēmaṁḍī!
HÐèþ$Ðèþ*Ã!	ēmammā!
HÐðþ*ÄŒý$!	ēmōy!
Mö…™èþ	koṁta
HÐèþ$Ðèþ*Ã!	koṁta ḍabbu
Mö°²	koṁta
¯éË$Væü$ Væü…rË°…_ ^èþ§æþ$Ðèþ#™èþ$¯é²¯èþ$.	nālugu gaṁṭalniṁci caduvutunnānu.
¯óþ¯èþ$ CMæüPyæþ Æðÿ…yæþ$ çÜ…Ðèþ™èþÞÆ>Ë°…_ E…r$¯é²¯èþ$.	nēnu ikkaḍa reṁḍu saṁvatsarālaniṁci uṁṭunnānu.
&AÄæý*Å	-ayyā
&AÐèþ*Ã	ammā
yæþº$¾	-ḍabbu
yæþº$¾Ë$	-ḍabbulu
A™èþ° §æþVæüYÆæÿ yæþº$¾ E…¨.	atani daggara ḍabbu uṁdi.
A™èþ° §æþVæüYÆæÿ yæþº$¾Ìôý§æþ$.	atani daggara ḍabbulēdu.
A™èþ° §æþVæüYÆæÿ yæþº$¾Ë$ E¯é²Æÿ$$.	atani daggara ḍabbulu unnāyi.
A™èþ° §æþVæüYÆæÿ yæþº$¾Ë$ ÌôýÐèþ#.	atani daggara ḍabbululēvu.
{í³Äæý$Ððþ$O¯èþü	-priyamaina
_Ææÿ…iÑ	-ciraṁjīvi
Cr$Ï	-iṭlu
CMæüPyìþ ç³ÇíÜ¦†Mìü AËÐér$ç³yæþ$™èþ$¯é²¯èþ$.	-ikkaḍi paristitiki alavāṭu paḍutunnānu.
†¯èþr…	tinaṭaṁ
Æ>Ðèþr…	rāvaṭaṁ
&Ðèþr…	-vaṭaṁ
Æ>	rā
´ù	pō
Æ>	rā
´ù	pō
¡çÜ$Mæü$Æ>	tīsukurā
¡çÜ$Mæü$´ù	tīsukupō
´ëÇ´ù	pāripō
°{§æþ´ù	nidrapō
Æ>	rā
´ù	pō
&Ðèþr…	-vaṭaṁ
Æ>Ðèþr…	rāvaṭaṁ
&Ðèþr…	tīsukurāvaṭaṁ
´ùÐèþr…	pōvaṭaṁ
&Ðèþr…	tīsukupōvaṭaṁ
&Ar…	-aṭaṁ
&Ayæþ…/&Ðèþyæþ…	aṭaṁ/-vaṭaṁ
&Ar…/&Ðèþr…	-aḍaṁ/-vaḍaṁ
&Ayæþ…/&Ðèþyæþ…	tinaṭaṁ/tinaḍaṁ
Ìôý§æþ$	lēdu
Ìôý§æþ$	tinaṭaṁ lēdu
¯óþ¯èþ$ Ððþâæý$¢¯é²¯èþ$.	nēnu veḷtunnānu.
¯óþ¯èþ$ Ððþâæýår…Ìôý§æþ$.	nēnu veḷḷaṭaṁlēdu.
Ðóþ$…/Ðèþ$¯èþ… Ððþâæý$¢¯é²….	mēṁ/manaṁ veḷtunnāṁ.
Ðóþ$…/Ðèþ$¯èþ… Ððþâæýår…Ìôý§æþ$.	mēṁ/manaṁ veḷḷaṭaṁlēdu.
¯èþ$Ðèþ#Ó Ððþâæý$¢¯é²Ðèþ#.	nuvvu veḷtunnāvu.
¯èþ$Ðèþ#Ó Ððþâæýår…Ìôý§æþ$.	nuvvu veḷḷaṭaṁlēdu.
Ò$Ææÿ$ Ððþâæý$¢¯é²Ææÿ$.	mīru veḷtunnāru.
Ò$Ææÿ$ Ððþâæýår…Ìôý§æþ$.	mīru veḷḷaṭaṁlēdu.
Ðéyæþ$/A™èþ¯èþ$ Ððþâæý$¢¯é²yæþ$.	vāḍu/atanu veḷtunnāḍu.
Ðéyæþ$/A™èþ¯èþ$ Ððþâæýår…Ìôý§æþ$.	vāḍu/atanu veḷḷaṭaṁlēdu.
BÄæý$¯èþ Ððþâæý$¢¯é²Ææÿ$.	āyana veḷtunnāru.
BÄæý$¯èþ Ððþâæýår…Ìôý§æþ$.	āyana veḷḷaṭaṁlēdu.
A¨/BÐðþ$ ÐðþâZ¢…¨.	adi/āme veḷtōṁdi.
A¨/BÐðþ$ Ððþâæýår…Ìôý§æþ$.	adi/āme veḷḷaṭaṁlēdu.
BÐðþ$/BÑyæþ Ððþâæý$¢¯é²Ææÿ$.	āme/āviḍa veḷtunnāru.
BÐðþ$/BÑyæþ Ððþâæýår…Ìôý§æþ$.	āme/āviḍa veḷḷaṭaṁlēdu.
ÐéÆæÿ$ Ððþâæý$¢¯é²Ææÿ$.	vāru veḷtunnāru.
ÐéÆæÿ$ Ððþâæýår…Ìôý§æþ$.	vāru veḷḷaṭaṁlēdu.
Ðéâæý$å Ððþâæý$¢¯é²Ææÿ$.	vāḷḷu veḷtunnāru.
Ðéâæý$å Ððþâæýår…Ìôý§æþ$.	vāḷḷu veḷḷaṭaṁlēdu.
A¨ ÐðþâZ¢…¨.	adi veḷtōṁdi.
A¨ Ððþâæýår…Ìôý§æþ$.	adi veḷḷataṁlēdu.
AÑ Ððþâæý$¢¯é²Æÿ$$.	avi veḷtunnāyi.
AÑ Ððþâæýår…Ìôý§æþ$.	avi veḷḷaṭaṁlēdu.
^ðþç³š	ceppu
^ðþ‹³	cep
^ðþº$	cebu
™Œþ	t
Ððþâæý$å	veḷḷu
™Œþ	t
&Mæü…sñý	-kaṁṭe
&Mæü…sñý	-kaṁṭe
Ðèþ* C…sìý Mæü…sñý Ò$ CË$Ï ò³§æþª¨.	mā iṁṭi kaṁṭe mī illu peddadi.
ÆæÿÑ Mæü…sñý Vøí³ _¯èþ²Ðéyæþ$.	ravi kaṁṭe gōpi cinnavāḍu.
&K	-ō
Cç³šyæþ$ ºçÜ$Þ E…§ø Ìôý§ø!	ippuḍu bassu uṁdō lēdō!
A™èþ¯èþ$ çÜ$»ê¾Æ>Ðø M>§ø!	atanu subbārāvō kādō!
A…	aṁ
A…	aṁ
B°	āni
MæüË…	kalaṁ
MæüÌê°  °	kalāni
= MæüÌê°&° = MæüÌê°²	ni
ç³#çÜ¢Mæü…	pustakaṁ
ç³#çÜ¢M>°	pustakāni
Mìü	ki
&°	-ni
-&Mìü	-ki
-&C  &D	i
&°	ī
ÐðþÆÿ$$Å	veyyi.
-&C  &D	aṭṭa veyyi
A¨	adi
ç³#çÜ¢Mæü…	pustakaṁ
&™èþ$…	-tuṁ
& ¨	-di
A¨/BÐðþ$ ^èþ§æþ$Ðèþ#&™èþ$…&¨	adi/āme caduvu-tuṁ-di
A¨/Mæü$MæüP ^ðþr$t GMæü$P&™èþ$…&¨	adi/kukka ceṭṭu ekku-tuṁ-di
&™é	-tā
¯óþ¯èþ$ §æþ*Mæü$&™é&¯èþ$	nēnu dūku-tā-nu
Ðóþ$…/Ðèþ$¯èþ… §æþ*Mæü$&™é&…	mēṁ/manaṁ dūku-tā-ṁ
¯èþ$Ðèþ#Ó §æþ*Mæü$&™é&Ðèþ#	nuvvu dūku-tā-vu
Ò$Ææÿ$ §æþ*Mæü$&™é&Ææÿ$	mīru dūku-tā-ru
Ðéyæþ$/A™èþ¯èþ$ §æþ*Mæü$&™é&yæþ$	vāḍu/atanu dūku-tā-ḍu
BÄæý$¯èþ/ÐéÆæÿ$ §æþ*Mæü$&™é&Ææÿ$	āyana/vāru-dūku-tā-ru
BÐðþ$/BÑyæþ/ÐéÆæÿ$ §æþ*Mæü$&™é&Ææÿ$	āme/āviḍa/vāru dūku-tā-ru
Ðéâæý$å §æþ*Mæü$&™é&Ææÿ$	vāḷḷu dūku-tā-ru
AÑ §æþ*Mæü$&™é&Æÿ$$	avi dūku-tā-yi
&™Œþ	-t
Æ>	rā
Æ>	: vas-tā-ḍu
Ððþâæý$å	veḷḷu : veḷ-tā-nu
¡çÜ$Mæü$Æ> ¡çÜ$Mø‹Ü&™é&Ðèþ# = ¡çÜ$MøÝë¢Ðèþ#	tīsukurā : tīsukōs-tā-vu
MöÆÿ$$Å	koyyi : kōs-tuṁ-di
Æ>Æÿ$$	rāyi : rās-tuṁ-di
^èþ*yæþ$	cūḍu : cūs-tā-ḍu
Mör$t	koṭṭu : koḍ-tā-vu
†¯èþ$	tinu
†¯èþ$	: tiṁ-ṭā-yi
E…yæþ$	uṁḍu : uṁ-ṭā-ru
¡çÜ$Mø	tīsukō : tīsukuṁ-ṭā-nu
^ðþç³š	ceppu : cep/cebu-tā-nu   ceptānu/cebutānu
Ðéyæþ$ ÐèþÝë¢yæþ$.	vāḍu vastāḍu.
¯óþ¯èþ$ AMæüPyæþ E…sê¯èþ$.	nēnu akkaḍa uṁṭānu
Æøl ¯óþ¯èþ$ sîý ™éVæü$™é¯èþ$.	nēnu rōjū ṭī tāgutānu.
í³Ë$ÏË$ ^ðþr$Ï GMæü$P™éÆÿ$$.	pillulu ceṭlu ekkutāyi.
Ðèþ$¯èþ…	manaṁ
&§é…	-dāṁ
§Šþ	d
™Œþ	t
Æÿ$$Å/Æÿ$$	yyi/yi
‹Üþ	s
r$t	ṭu
yŠþþ	ḍ
A¯èþ$	anu
¯èþ$	nu
¯èþ$  …	nu ṁ
E…yæþ$	uṁḍu
yæþ$þ	ḍu
K	ō
K  E…	ō
¯èþ$	uṁ.
Ððþâæý$å	veḷḷu
ÐðþâŒý&	veḷ-
^ðþç³š	ceppu
^ðþ‹³&	cep-
^ðþº$&	cebu-
Æ>	rā
Ðèþ‹Ü&	vas-
¡çÜ$Mæü$Æ>	tīsukurā
¡çÜ$Mø‹Ü&	tīsukōs-
^èþ*yæþ$	cūḍu
^èþ*‹Ü&	cūs-
‹Ü	s
§Šþ	d
§Šþ	d
§Šþ	s d dd
§Šþ	s dāṁ ddāṁ
¯èþ$Ðèþ#Ó	nuvvu mēṁ
Ðèþ$¯èþ…	manaṁ
°¯èþ$²	ninnu
Ðèþ$Ðèþ$ÃÍ²þ	mammalni
Ðèþ$¯èþÍ²þ	manalni
¯óþ¯èþ$	nēnu
¯èþ¯èþ$²	nannu
Ðóþ$…	mēṁ
Ðèþ$Ðèþ$ÃÍ²	mammalni
Ðèþ$¯èþ…	manaṁ
Ðèþ$¯èþÍ²	manalni
¯èþ$Ðèþ#Ó	nuvvu
°¯èþ$²	ninnu
Ò$Ææÿ$	mīru
Ñ$Ðèþ$ÃÍ²	mimmalni
&§éM>	-dākā
¯óþ¯èþ$ ÝëÄæý$…{™èþ… §éM> CMæüPyóþ E…sê¯èþ$,	nēnu sāyaṁtraṁ dākā ikkaḍē uṁṭānu.
Ðèþ* C…sìý §éM> Ððþâæý$å!   þ	mā iṁṭi dākā veḷḷu!
Aç³šyæþ$	appuḍu
Cç³šyæþ$	ippuḍu
Gç³šyæþ$	eppuḍu
Aç³µsìý&	appaṭi
Cç³µsìý	ippaṭi
Gç³µsìý	eppaṭi
&õÜç³#	-sēpu
yæþ$	ḍu
E	u
™Œþ  §Šþ	t  d
™èþ$	tu
™èþ*	tū
E	u
&Mæü$/&Mìü	-ku/-ki
Ðèþ*Mæü$ ºçÜ$Þ §öÆæÿ$Mæü$™èþ$…§é?	māku bassu dorukutuṁdā?
&ÌZ	-lō
A™èþ¯èþ$ D sñýOÐèþ$$ÌZ C…sìý §æþVæüYÆæÿ E…sêyæþ$.	atanu ī ṭaimulō iṁṭi daggara uṁṭāḍu.
¯éMæü$ BMæüÍV> E…¨.	nāku ākaligā uṁdi.
ÆæÿÑMìü ™èþË¯ðþí³µV> E…¨.	raviki talaneppigā uṁdi.
V>	gā
E…¨	uṁdi.
V>	gā
E…¨	uṁdi.
¯éMæü$ BMæüÍV> E…¨.	nāku ākaligā uṁdi.
ÆæÿÑMìü ™èþË¯ðþí³µV> E…¨.	raviki talaneppigā uṁdi.
&A	-a
AÑ AMæüPyæþ E…yæþÐèþ#. (E…yæþ$+A+Ðèþ#) 2.12.2	avi akkaḍa vuṁḍavu.
í³Ë$ÏË$ ^ðþr$Ï GMæü$P™éÆÿ$$.	pillulu ceṭlu ekkutāyi.
Mæü$MæüPË$ ^ðþr$Ï GMæüPÐèþ#.	kukkalu ceṭlu ekkavu.
Mæüç³š	kappu
^ðþç³š	ceppu
ç³š	ppu
™Œþ  §Šþ  ^ðþç³š	t
™Œþ  §Šþ  ^ðþç³š	d
ç³š	ceppu
^ðþ‹³	cep
^ðþº$	cebu
™Œþ  §Šþ	t d
^ðþç³š	ceppu
Mæüç³š	kappu
†ç³š	tippu
^ðþç³šþ	ceppu
´ëuæÿ…	pāṭhaṁ
&Mæü$/&Mìü	-ku/-ki.
ÆæÿÐèþ$ MæüÐèþ$ËMæü$ Mæü£æþ ^ðþ´ù¢…¨.	rama kamalaku katha ceptōṁdi.
Vøí³ ÆæÿÑMìü B ´ëuæÿ… ^ðþ´ë¢yæþ$.	gōpi raviki ā pāṭhaṁ ceptāḍu.
A™èþ¯èþ$ ±Mæü$ õ³Ææÿ$ ^ðþ´ë¢yé?	atanu nīku pēru ceptāḍā?
^ðþç³š	ceppu
&™ø	-tō
&Mæü$/&Mìü	-ku/-ki
Vøí³ ±™ø D çÜ…Væü† ^ðþ´ë¢yé?	gōpi nītō ī saṁgati ceptāḍā?
Vøí³ ±Mæü$ D çÜ…Væü† ^ðþ´ë¢yé?	gōpi nīku ī saṁgati ceptāḍā?
CÐèþ™èþÍ	-ivatali
AÐèþ™èþÍþ	avatali
AÐèþ™èþËþ	avatala
Ðèþ$°íÙþ	maniṣhi
D Mæü$Èa° B ç³MæüPMæü$ †ç³š?	ī kurcīni ā pakkaku tippu?
E	u
yæþ$	ḍu
™Œþ  §Šþ	t  d
Ææÿ$	ru
Ë$	lu
^ðþÆÿ$$Å	ceyyi
ç³°.	pani
HÆ>µr$	ērpāṭu
BËçÜÅ…	ālasyaṁ
^ðþÆÿ$$Å	ceyyi
ÐóþçÜ$t	vēsṭu
A¯èþ$	anu
´ù	pō
&C…	-iṁ
&¨	-di.
BÐðþ$ Mæü£æþ ^ðþí³µ…¨. (^ðþç³š C…+¨) 2.12.1	āme katha ceppiṁdi. (ceppu iṁ-di)
BMæü$ Æ>Í…¨. (Æ>Ë$+C…+¨) 2.12.1	āku rāliṁdi.
B	ā
Æÿ$$Å/Æÿ$$	yyi/yi
Æÿ$$Å/Æÿ$$	yyi/
‹Ü	yi  s
™Œþ	t
§Šþ	d
MöÆÿ$$Å	koyyi
^ðþÆÿ$$Å	ceyyi
Æ>Æÿ$$	rāyi
Æ>Æÿ$$	rāyi
^èþ*yæþ$	cūḍu
^èþ*‹Ü	cūs
™Œþ	t
§Šþ	d
^èþ*yæþ$	cūḍu
^èþ*yæþ$	cūḍu
Æ>	rā
Ðèþ^Œþa&	vacc-,
¡çÜ$Mæü$Æ>	tīsukurā
¡çÜ$Mø^Œþa&	tīsukōcc-
Æ>  : Ðèþ^Œþa+ +¯èþ$ = Ðèþ^éa¯èþ$	rā
Æ>  : Ðèþ^Œþa+C…+¨ = Ðèþ_a…¨	rā
¡çÜ$Mæü$Æ>	tīsukurā
¡çÜ$Mæü$Æ>	tīsukurā
E C	u i
C	i -
E  A	u
C	a
A  B	a  ā
A¯èþ$	anu
&B/&A  &A	-ā/-a.  -a
&¨	di
&B	ā
A¯èþ$	anu
&B/&A	-ā/-a.
¯èþ$	nu
¯Œþ²	nn;
K	ō
E¯Œþ²	unn;
E…yæþ$	uṁḍu
E¯Œþ²	unn.
A¯èþ$	anu
†¯èþ$	tinu
Mö¯èþ$	konu
Ñ¯èþ$	vinu
A¯èþ$	anu
†¯èþ$	tinu
¡çÜ$Mø	tīsukō
ç³r$tMø	paṭṭukō
°ÌZa	nilcō
Mæü*Æøa	kūrcō
E…yæþ$	uṁḍu
E¯é²¯èþ$	unnānu,
E¯é²…	unnāṁ,
E¯é²Ðèþ#	unnāvu,
E¯é²Ææÿ$	unnāru,
E¯é²yæþ$	unnāḍu,
E¯èþ²¨	unnādi,
E¯é²Ææÿ$	unnāru,
E¯é²Æÿ$$	unnāyi
E…yæþ$	uṁḍu
ÆæÿÑ °¯èþ² AMæüPyæþ E¯é²yæþ$.	ravi ninna akkaḍa unnāḍu.
Vøí³ CÐóþÓâæý CMæüPyæþ E¯é²yæþ$.	gōpi ivvēḷa ikkaḍa unnādu.
&A	-a
Aü	a
&Ìôý§æþ$ü	lēdu
&Ìôý§æþ$ü	lēdu
¯óþ¯èþ$ ÐðþâæýåÌôý§æþ$.	nēnu veḷḷalēdu.
Ðèþ$¯èþ…/Ðóþ$… ^ðþÄæý$ÅÌôý§æþ$.	manaṁ/mēṁ ceyyalēdu.
¯èþ$Ðèþ#Ó ´ùÌôý§æþ$.	nuvvu pōlēdu.
Ò$Ææÿ$ MörtÌôý§æþ$.	mīru koṭṭalēdu.
Ðéyæþ$/A™èþ¯èþ$/BÄæý$¯èþ AyæþVæüÌôý§æþ$.	vāḍu/atanu/āyana aḍagalēdu.
BÐðþ$/BÑyæþ ^èþ§æþÐèþÌôý§æþ$.	āme/āviḍa cadavalēdu.
Ìôý§æþ$	lēdu
Ìôý§æþ$	lēdu
&Ðèþ^èþ$a	-vaccu
&Ðèþ^èþ$a	-vaccu
&B	ā
&Mæü*yæþ§æþ$	-kūḍadu
&Mæü*yæþ§æþ$	-kūḍadu
çÜ$Væü$×ý ÌZç³ÍMìü Æ>Mæü*yæþ§æþ$.	suguṇa lōpaliki rākūḍadu.
ÆæÿÑ sîý ™éVæüMæü*yæþ§æþ$.	ravi ṭī tāgakūḍadu.
Ðèþ$¯èþ… AMæüPyìþMìü ÐðþâæýåMæü*yæþ§æþ$.	manaṁ akkaḍiki veḷḷakūḍadu.
&Æ>§æþ*!	-rādū
-+ Æ>§æþ*	rādū
ÆæÿÒ! ¯èþ$Ðèþ#Ó Cç³šyæþ$ C…sìýMìü ÐðþâæýåÆ>§æþ*!	ravī! nuvvu ippuḍu iṁṭiki veḷḷarādū!
çÜ$Væü$×ê! D ç³#çÜ¢Mæü… ^èþ§æþÐèþÆ>§æþ*!	suguṇā! ī pustakaṁ cadavarādū!
A¯èþ$Mø	anukō
¯óþ¯èþ$ CÐóþÓâæý íÜ°Ðèþ* ^èþ*§éª… A¯èþ$Mæü$…r$¯é²¯èþ$.	nēnu ivvēḷa sinimā cūddāṁ anukuṁṭunnānu.
¯óþ¯èþ$ ÆæÿÑ™ø Ðèþ*sêÏyéª… A¯èþ$Mæü$¯é²¯èþ$.	nēnu ravitō māṭlāḍdāṁ anukunnānu.
Ðèþ$¯èþ…	manaṁ
ÆæÿÑ Væü$…r*Ææÿ$ Ððþâêª… A¯èþ$Mæü$…r$¯é²yæþ$.	ravi guṁṭūru veḷdāṁ anukuṁṭunnāḍu.
¯èþ$Ðèþ#Ó H… ^óþ§éª… A¯èþ$Mæü$¯é²Ðèþ#?	nuvvu ēṁ cēddāṁ anukunnāvu?
Ò$Ææÿ$ GMæüPyìþMìü Ððþâêª… A¯èþ$Mæü$…r$¯é²Ææÿ$?	mīru ekkaḍiki veḷdāṁ anukuṁṭunnāru?
Ðèþ$¯èþ…	manaṁ
¯éMæü$ CÐóþÓâæý lMæü$ Ððþâêª… A° E…¨.	nāku ivvēḷa jūku veḷdāṁ ani uṁdi.
A™èþ°Mìü ™ðþË$Væü$ íÜ°Ðèþ* ^èþ*§éª… A°Ðèþ#…¨.	ataniki telugu sinimā cūddāṁ anivuṁdi.
Ò$Mæü$ B ç³° ^óþ§éª… A°E…§é?	mīku ā pani cēddāṁ aniuṁdā?
Cç³šyé A¯èþ²… †¯èþr…?	ippuḍā annaṁ tinaṭaṁ?
GMæü$PÐèþV> †¯èþr… Ðèþ$…_¨ M>§æþ$.	ekkuvagā tinaṭaṁ maṁcidi kādu.
AMæüPyæþ E…yæþr… MæüçÙt….	akkaḍa uṁḍaṭaṁ kaṣṭaṁ.
&ÐðþOç³#	-vaipu
&ÐðþOç³#	vaipu
&ÌZMìü   (ÌZ	lōki  lō
+ Mìü	ki
ÌZ°…_	lōniṁci  lō
°…_	niṁci
A¨ Ðèþ*ÆðÿPr$tÌZMìü Æ>Ìôý§æþ$.	adi mārkeṭṭulōki rālēdu.
ÆæÿÑ C…sZÏMìü Ððþâêåyæþ$.	ravi iṁṭlōki veḷḷāḍu.
Vøí³ MìüsìýMîüÌZ°…_ ^èþ*çÜ$¢¯é²yæþ$.	gōpi kiṭikīlōniṁci cūstunnāḍu.
ïÜ™èþ Væü¨ÌZ°…_ Ðèþ_a…¨.	sīta gadilōniṁci vacciṁdi.
gôýº$ÌZ°…_ MæüË… †Æÿ$$Å.	jēbulōniṁci kalaṁ tiyyi.
&™ø	-tō
M>Æÿ$$™èþ…™ø ç³NË$ ™èþÄæý*Ææÿ$ ^óþçÜ$¢¯é²yæþ$.	kāyitaṁtō pūlu tayāru cēstunnāḍu.
&BÑyæþ	-āviḍa
&BÑyæþ	-āviḍa
Ò$   Ðèþ*	mī,  mā
Væü$Ç…_	-guriṁci
C…M>	-iṁkā
¯èþÐèþ#Ó™èþ*	navvutū
¯èþÐèþ#Ó™èþ*	–
A»ê¾Æÿ$$	abbāyi.
&™èþ*	-tū
^èþ§æþ$Ðèþ#™èþ* †…r$¯é²yæþ$.	caduvu-tū tiṁṭunnāḍu.
†…r* Ðèþ*sêÏyæþ$™ø…¨.	tiṁ-ṭū māṭlāḍutōṁdi.
&™èþ$¯èþ²	-tunna
^èþ§æþ$Ðèþ#™èþ$¯èþ² AÐèþ*ÃÆÿ$$	caduvu-tunna ammāyi
^èþ*çÜ$¢¯èþ² í³ËÏË$	cūstunna pillalu
Byæþ$™èþ$¯èþ² í³ËÏË$	āḍutunna pillalu
ç³#çÜ¢Mæü… ^èþ§æþ$Ðèþ#™èþ$¯èþ² AÐèþ*ÃÆÿ$$	pustakaṁ caduvutunna ammāyi
AÐèþ*ÃÆÿ$$ ^èþ§æþ$Ðèþ#™èþ$¯èþ² ç³#çÜ¢Mæü…	ammāyi caduvutunna pustakaṁ
¯óþ¯èþ$ E…r$¯èþ² CË$Ï	nēnu uṁṭunna illu
C…^èþ$	iṁcu
C…^èþ$	iṁcu
C‹Ü	is
™Œþ  §Šþ	t  d
A¯èþ$	anu
A¯èþ$	anu
AÐŒþ$	am
A¯èþ$	anu
A¯èþ$	anu
